Date,Close,High,Low,Open,Volume,ticker,source
2022-01-03,17.401979446411133,17.506541668410645,17.394512039049907,17.401979446411133,856600,ILF,yahoo_finance
2022-01-04,17.349700927734375,17.53641747174667,17.304889356040995,17.33476326232519,897200,ILF,yahoo_finance
2022-01-05,17.058427810668945,17.4990790779179,17.036021306991454,17.34223640124452,1211900,ILF,yahoo_finance
2022-01-06,17.26007843017578,17.3347639109479,17.13311111851526,17.20779802382161,1107100,ILF,yahoo_finance
2022-01-07,17.611106872558594,17.611106872558594,17.304891810901694,17.304891810901694,721600,ILF,yahoo_finance
2022-01-10,17.41691780090332,17.566291595664026,17.289950502716945,17.536416266898254,888800,ILF,yahoo_finance
2022-01-11,17.9322566986084,17.93972553116335,17.476667884495278,17.536417120400756,2813700,ILF,yahoo_finance
2022-01-12,18.417722702026367,18.43266036979945,18.11897646923675,18.11897646923675,1186400,ILF,yahoo_finance
2022-01-13,18.42519187927246,18.552159208640926,18.36544263160109,18.410254211221012,1069800,ILF,yahoo_finance
2022-01-14,18.52975082397461,18.589500065575564,18.290753857570785,18.305691524104596,2811500,ILF,yahoo_finance
2022-01-18,18.402782440185547,18.596967820259906,18.30569046241547,18.522280916456815,2384200,ILF,yahoo_finance
2022-01-19,18.7015323638916,18.821030854913612,18.641781693846216,18.79115551989092,1957100,ILF,yahoo_finance
2022-01-20,18.7015323638916,19.037621335690616,18.694063530135928,18.97787209017961,4367500,ILF,yahoo_finance
2022-01-21,18.567094802856445,18.873309841036594,18.537219470090445,18.798622933655864,5411200,ILF,yahoo_finance
2022-01-24,18.343032836914062,18.343032836914062,17.84263244328876,18.298221265337908,2541700,ILF,yahoo_finance
2022-01-25,18.6641845703125,18.73140263652465,18.104034968233968,18.34303190386202,1179800,ILF,yahoo_finance
2022-01-26,18.768747329711914,19.11230652888569,18.626843774726503,18.955463883198853,2949300,ILF,yahoo_finance
2022-01-27,18.843435287475586,19.17952567231959,18.701531724571968,19.119776428851136,4088100,ILF,yahoo_finance
2022-01-28,18.791154861450195,18.96293375820842,18.619375964691972,18.96293375820842,1591200,ILF,yahoo_finance
2022-01-31,19.02268409729004,19.082433344148857,18.791155943778914,18.82103127947553,5688100,ILF,yahoo_finance
2022-02-01,19.403583526611328,19.418521192493767,19.08989966575121,19.08989966575121,1487400,ILF,yahoo_finance
2022-02-02,19.254215240478516,19.321433326725536,19.045092147206176,19.321433326725536,3057200,ILF,yahoo_finance
2022-02-03,18.955461502075195,19.127241792350727,18.910649933737005,19.037617231140274,1981000,ILF,yahoo_finance
2022-02-04,18.970399856567383,19.06749325345577,18.761278247024627,18.835963722127538,972400,ILF,yahoo_finance
2022-02-07,19.127246856689453,19.231807685341256,18.96293535505439,18.985341857423112,1766100,ILF,yahoo_finance
2022-02-08,19.3587703704834,19.366239202813873,18.992806133494774,19.052555367604466,1807600,ILF,yahoo_finance
2022-02-09,19.493209838867188,19.582832993100183,19.28408677143295,19.28408677143295,1956900,ILF,yahoo_finance
2022-02-10,19.61270523071289,19.903982572779327,19.515611833667993,19.530549498526305,2818000,ILF,yahoo_finance
2022-02-11,19.79942512512207,20.165389429000548,19.68739546875672,19.769549790339646,1773300,ILF,yahoo_finance
2022-02-14,19.74714469909668,19.89651709929457,19.65752011935045,19.874112022758787,3228800,ILF,yahoo_finance
2022-02-15,20.045888900756836,20.068295399565454,19.829297019209534,19.881578849762978,2392200,ILF,yahoo_finance
2022-02-16,20.28488540649414,20.39691504898305,20.120575359146017,20.128044191916505,2039200,ILF,yahoo_finance
2022-02-17,19.74714469909668,20.135514079238686,19.642582451970352,20.135514079238686,2708400,ILF,yahoo_finance
2022-02-18,19.6799259185791,19.903985223152535,19.64258175146065,19.85917364714471,1674400,ILF,yahoo_finance
2022-02-22,19.88157844543457,20.00854575369951,19.739673471601,19.866640779865943,1915900,ILF,yahoo_finance
2022-02-23,19.851703643798828,20.135512174501752,19.81436090341542,20.135512174501752,6193400,ILF,yahoo_finance
2022-02-24,19.48573875427246,19.48573875427246,18.90318262091729,19.01521226303408,4004700,ILF,yahoo_finance
2022-02-25,19.874109268188477,19.881578100843342,19.351302378621472,19.351302378621472,3167300,ILF,yahoo_finance
2022-02-28,20.090700149536133,20.12057548079871,19.59776857997722,19.642580152336883,4769700,ILF,yahoo_finance
2022-03-01,20.11310577392578,20.553756919159962,19.93385806774251,20.06082537102243,4601400,ILF,yahoo_finance
2022-03-02,20.374513626098633,20.449199118117946,20.06829855030922,20.27742020721841,3950600,ILF,yahoo_finance
2022-03-03,20.740474700927734,20.83009784712392,20.546289318123694,20.66578779607476,1587600,ILF,yahoo_finance
2022-03-04,20.56122589111328,20.576162131662592,20.225135549406183,20.42678975443044,5033100,ILF,yahoo_finance
2022-03-07,19.874109268188477,20.58363127599036,19.85170277022389,20.58363127599036,2528800,ILF,yahoo_finance
2022-03-08,20.068294525146484,20.240073401591776,19.806891081906084,20.02348152948185,2490800,ILF,yahoo_finance
2022-03-09,20.59857177734375,20.6359145212253,20.299825552688258,20.449197952748822,2795000,ILF,yahoo_finance
2022-03-10,20.546287536621094,20.59856793812484,20.24007253535563,20.277415272277135,1841600,ILF,yahoo_finance
2022-03-11,20.240076065063477,20.733007685968012,20.21020073068897,20.650851940972473,2948500,ILF,yahoo_finance
2022-03-14,19.769546508789062,20.262478054602308,19.70979727367637,20.262478054602308,2681400,ILF,yahoo_finance
2022-03-15,19.53055191040039,19.627645319435583,19.32889768351281,19.51561424369739,5263200,ILF,yahoo_finance
2022-03-16,20.01601219177246,20.060825186306253,19.597767547862606,19.836764487239666,7126400,ILF,yahoo_finance
2022-03-17,20.553756713867188,20.56869437870013,20.053356338236625,20.083230243368384,1737300,ILF,yahoo_finance
2022-03-18,21.024282455444336,21.039220120771507,20.411852422372007,20.426790087699178,1787800,ILF,yahoo_finance
2022-03-21,21.472402572631836,21.539620642474116,21.26327953039651,21.285686028521994,1874900,ILF,yahoo_finance
2022-03-22,21.70393180847168,21.786087547970524,21.576964494943578,21.711400641565596,5479500,ILF,yahoo_finance
2022-03-23,21.935462951660156,22.084835350769062,21.71140221619526,21.71140221619526,2034000,ILF,yahoo_finance
2022-03-24,22.316364288330078,22.32383312223108,21.935463731120027,22.002680387160197,3123800,ILF,yahoo_finance
2022-03-25,22.458269119262695,22.48814445464837,22.32383295909596,22.420926374565003,1822600,ILF,yahoo_finance
2022-03-28,22.316364288330078,22.376113535003658,22.07736730163577,22.308896878963488,2335700,ILF,yahoo_finance
2022-03-29,22.63751792907715,22.644986763276957,22.38358326442149,22.532957099348746,3630300,ILF,yahoo_finance
2022-03-30,22.585237503051758,22.71967366951296,22.480676673375026,22.674862088870714,2718200,ILF,yahoo_finance
2022-03-31,22.697263717651367,22.839168696743577,22.659920976880166,22.697263717651367,2387000,ILF,yahoo_finance
2022-04-01,23.122976303100586,23.24247620275151,22.92132351667497,23.048290824553273,4811700,ILF,yahoo_finance
2022-04-04,23.24994468688965,23.332100426534552,23.16032153867181,23.324631593427355,2337800,ILF,yahoo_finance
2022-04-05,22.615114212036133,23.220075573283864,22.585238873438936,23.130450982026822,2358700,ILF,yahoo_finance
2022-04-06,22.331298828125,22.53295304160246,22.159519946066812,22.428392230703427,3087500,ILF,yahoo_finance
2022-04-07,22.413455963134766,22.488142871807675,22.129645995084584,22.24914590368181,1624800,ILF,yahoo_finance
2022-04-08,22.30142593383789,22.376111416708756,22.054960136574934,22.323831008885442,1590100,ILF,yahoo_finance
2022-04-11,22.211801528930664,22.308894936655864,22.069896546235366,22.219270362181394,1428600,ILF,yahoo_finance
2022-04-12,22.09977149963379,22.622578421930417,22.069896167144034,22.61510958880798,1595200,ILF,yahoo_finance
2022-04-13,22.211801528930664,22.301426103405134,22.077365379486096,22.114709545739746,2495500,ILF,yahoo_finance
2022-04-14,21.913057327270508,22.11471156989473,21.83090157852707,22.09230506809168,1683300,ILF,yahoo_finance
2022-04-18,22.047489166259766,22.129643474361135,21.942926936214356,21.98773993103416,1038700,ILF,yahoo_finance
