ts,price,date
1774285341796,0.26098444745602184,2026-03-23
1774289022680,0.2620095628227388,2026-03-23
1774292612565,0.26186099067941265,2026-03-23
1774296212330,0.26089603841015907,2026-03-23
1774299828641,0.2628291834108476,2026-03-23
1774303405811,0.2632411212194461,2026-03-23
1774307060957,0.2615379087518909,2026-03-23
1774310588537,0.26150677757680313,2026-03-24
1774314223613,0.26038806550259647,2026-03-24
1774317786851,0.2591735190340951,2026-03-24
1774321427673,0.25884065824628066,2026-03-24
1774324861766,0.26118437114856186,2026-03-24
1774328601889,0.26071885171675463,2026-03-24
1774332092084,0.26074525897775086,2026-03-24
1774335708083,0.26089778933880997,2026-03-24
1774339300568,0.26484200047989936,2026-03-24
1774342885081,0.2666381951010465,2026-03-24
1774346503016,0.2651415539929953,2026-03-24
1774350074351,0.26344912112013064,2026-03-24
1774353752705,0.2635101833915314,2026-03-24
1774357313994,0.2631469380775052,2026-03-24
1774360890091,0.2610617685836727,2026-03-24
1774364512904,0.2616340388496212,2026-03-24
1774368089474,0.261202250359382,2026-03-24
1774371698556,0.2598098140387189,2026-03-24
1774375309660,0.2588507395917265,2026-03-24
1774378871614,0.26037189914276154,2026-03-24
1774382492008,0.2599072547249835,2026-03-24
1774386121495,0.2646510207671421,2026-03-24
1774389700056,0.2650751183524037,2026-03-24
1774393302243,0.2652064076278558,2026-03-24
1774396880156,0.2662055454778124,2026-03-25
1774400489654,0.26783637610205774,2026-03-25
1774404117325,0.26806264749537156,2026-03-25
1774407702860,0.26640392946546687,2026-03-25
1774411297197,0.26776891746721226,2026-03-25
1774414912598,0.2674236883913718,2026-03-25
1774418533911,0.26805312829219474,2026-03-25
1774422128711,0.26966976097077705,2026-03-25
1774425678744,0.2693728774585121,2026-03-25
1774429282842,0.27166561371263553,2026-03-25
1774432893353,0.27177790537361773,2026-03-25
1774436530888,0.2723295314182073,2026-03-25
1774440150410,0.27272863264344843,2026-03-25
1774443702303,0.27413140436393174,2026-03-25
1774447324575,0.2732467797157956,2026-03-25
1774450963373,0.2718792073189891,2026-03-25
1774454441455,0.27001390986435864,2026-03-25
1774458151016,0.2714997243547389,2026-03-25
1774461787892,0.2705640189413343,2026-03-25
1774465381066,0.27012834847462736,2026-03-25
1774468955496,0.2703905237482188,2026-03-25
1774472631885,0.26953207337973456,2026-03-25
1774476177452,0.26923343400897504,2026-03-25
1774479774547,0.2705014831009196,2026-03-25
1774483412388,0.27024429411725204,2026-03-26
1774486974704,0.2694088501718329,2026-03-26
1774490541906,0.2690459614486169,2026-03-26
1774494208391,0.2674176934326054,2026-03-26
1774497633447,0.2664196973235703,2026-03-26
1774501405972,0.26563520421866105,2026-03-26
1774505035071,0.26236230181253145,2026-03-26
1774508539777,0.26160160337653254,2026-03-26
1774512154551,0.2620706231637499,2026-03-26
1774515727840,0.2601745061875282,2026-03-26
