Date,Close,High,Low,Open,Volume,ticker,source
2022-01-03,19.92637062072754,20.07203038795416,19.904521030536063,20.06474719122367,23660500,EWZ,yahoo_finance
2022-01-04,19.838972091674805,20.101161596878953,19.729726927548953,19.758858323056288,18384500,EWZ,yahoo_finance
2022-01-05,19.314592361450195,20.006479251452465,19.278176384632722,19.79527214242103,30989700,EWZ,yahoo_finance
2022-01-06,19.496667861938477,19.64232760021058,19.38742271095253,19.5039510572212,28204700,EWZ,yahoo_finance
2022-01-07,19.860822677612305,19.919086860680775,19.547652172696377,19.56221856574542,17091700,EWZ,yahoo_finance
2022-01-10,19.65689468383789,19.795272620833657,19.431121178622963,19.780706229754625,21466600,EWZ,yahoo_finance
2022-01-11,20.38520050048828,20.39248369707542,19.737011284637823,19.802558664794354,26293300,EWZ,yahoo_finance
2022-01-12,21.011537551879883,21.01882074709305,20.654669321199556,20.6765175177116,33218800,EWZ,yahoo_finance
2022-01-13,20.96784210205078,21.186332426239296,20.902294726968705,20.96784210205078,23472300,EWZ,yahoo_finance
2022-01-14,21.20090103149414,21.281013417858315,20.814899936729493,20.85859772830338,24661800,EWZ,yahoo_finance
2022-01-18,21.04067039489746,21.273727101284123,20.800330492795272,21.12806735435623,30977900,EWZ,yahoo_finance
2022-01-19,21.76897430419922,21.80539028446187,21.594181766321338,21.696145121929142,29666900,EWZ,yahoo_finance
2022-01-20,21.94376564025879,22.32976667513666,21.90735105111811,22.147690951178188,27134800,EWZ,yahoo_finance
2022-01-21,21.790822982788086,22.19138902506396,21.747125197424502,22.060295668973207,42346600,EWZ,yahoo_finance
2022-01-24,21.492219924926758,21.586898695905457,21.084370667504665,21.455803944452168,43513400,EWZ,yahoo_finance
2022-01-25,22.13312530517578,22.249653661302943,21.368407794450324,21.623314094401337,29643300,EWZ,yahoo_finance
2022-01-26,22.39531707763672,22.803166365541983,22.1768267349694,22.504562248970377,39394300,EWZ,yahoo_finance
