ts,price,date
1774285391574,90.29373160613046,2026-03-23
1774289027083,91.23346290681759,2026-03-23
1774292633153,91.51488353260801,2026-03-23
1774296226895,91.40347850003377,2026-03-23
1774299822542,91.82008987023761,2026-03-23
1774303403440,91.69360963267356,2026-03-23
1774307028034,91.49444697537773,2026-03-23
1774310620957,91.37708078745013,2026-03-24
1774314230625,91.0581786176006,2026-03-24
1774317784136,90.445303227484,2026-03-24
1774321411607,90.20029377637412,2026-03-24
1774324977804,90.17226261991739,2026-03-24
1774328590300,90.31755321588119,2026-03-24
1774332091021,90.10153180419375,2026-03-24
1774335703268,90.38628909446633,2026-03-24
1774339301564,91.45097202217866,2026-03-24
1774342882826,91.62247137868555,2026-03-24
1774346423876,91.84400550254446,2026-03-24
1774350102822,91.778964864139,2026-03-24
1774353715315,91.71237931613798,2026-03-24
1774357308772,91.60568175606653,2026-03-24
1774360890415,89.77420806017876,2026-03-24
1774364513345,89.40429663511631,2026-03-24
1774368014734,89.7983131925449,2026-03-24
1774371715245,89.26178246981362,2026-03-24
1774375276767,89.00864975494288,2026-03-24
1774378870396,89.01342990188233,2026-03-24
1774382514104,88.50637045886378,2026-03-24
1774386136916,89.9765120169084,2026-03-24
1774389709606,90.29575648318453,2026-03-24
1774393297765,90.27804579685925,2026-03-24
1774396902812,90.82907428471555,2026-03-25
1774400477641,91.3789959893669,2026-03-25
1774404114842,91.04006832036633,2026-03-25
1774407703131,91.0985620621467,2026-03-25
1774411297218,91.66492284316666,2026-03-25
1774414898061,91.79982593606239,2026-03-25
1774418469372,92.3965922345913,2026-03-25
1774422065645,92.52576428078066,2026-03-25
1774425715142,91.86990429922686,2026-03-25
1774429253606,92.36535609460421,2026-03-25
1774432882368,92.38762010642364,2026-03-25
1774436539274,92.57792314375584,2026-03-25
1774440152097,92.88202561928148,2026-03-25
1774443734997,92.87830980359868,2026-03-25
1774447373510,92.82537119330216,2026-03-25
1774450858567,92.11641588615758,2026-03-25
1774454580478,91.80690711497401,2026-03-25
1774458178128,92.2445354794609,2026-03-25
1774461773453,91.69886182633027,2026-03-25
1774465388763,91.65981330548745,2026-03-25
1774468967242,91.60941218968736,2026-03-25
1774472627277,91.45874862007982,2026-03-25
1774476136162,91.19244030806308,2026-03-25
1774479783878,91.71174020803504,2026-03-25
1774483412713,91.66719521445752,2026-03-26
1774486981720,91.67172950112318,2026-03-26
1774490556129,91.7994545142278,2026-03-26
1774494283166,90.87971252295903,2026-03-26
1774497764647,91.0097379693197,2026-03-26
1774501433906,90.82500751148419,2026-03-26
1774505006798,89.23496533965033,2026-03-26
1774508608344,89.01661216287002,2026-03-26
1774512137994,89.0719618039834,2026-03-26
1774515750225,88.82257643555091,2026-03-26
1774519340669,88.08502573288614,2026-03-26
1774522956549,87.88861929163052,2026-03-26
1774526572980,87.60826089226283,2026-03-26
1774530066709,87.53542276423923,2026-03-26
1774533617568,87.88557318494802,2026-03-26
1774537326153,87.48816450261472,2026-03-26
1774540829741,87.55331734932612,2026-03-26
1774544543896,87.15068613453121,2026-03-26
1774548140329,86.77508640831599,2026-03-26
1774551678964,86.00671815648025,2026-03-26
1774555268925,85.64151578776489,2026-03-26
1774558982283,86.3167936553675,2026-03-26
1774562564554,86.81518728262918,2026-03-26
1774566156590,86.66790097591435,2026-03-26
1774569726144,86.43211114372282,2026-03-27
1774573319783,86.45943075968496,2026-03-27
1774576930079,86.77872176459184,2026-03-27
1774580569190,86.67789777853427,2026-03-27
1774584106937,86.37778460227696,2026-03-27
1774587742931,86.10363703158342,2026-03-27
1774591316341,86.01699738264156,2026-03-27
1774594943241,86.02476805555742,2026-03-27
1774598543266,85.87597354253455,2026-03-27
1774602137059,85.05824641775357,2026-03-27
1774605620211,85.07600577430576,2026-03-27
1774609326694,83.13490778184658,2026-03-27
1774612904734,83.38276075969146,2026-03-27
1774616462699,83.10909015010678,2026-03-27
1774620129797,82.88699579261112,2026-03-27
1774623713791,83.04962819437915,2026-03-27
1774627310132,83.49602971256903,2026-03-27
1774630911740,82.95961673014585,2026-03-27
1774634536695,82.22912783246055,2026-03-27
1774638107704,82.329969658991,2026-03-27
1774641713290,82.6835663832314,2026-03-27
1774645265728,82.70190114212443,2026-03-27
1774648904052,82.7306674879561,2026-03-27
1774652542101,82.70461231482086,2026-03-27
1774656125720,82.99045974213456,2026-03-28
1774659726439,82.80340680176995,2026-03-28
1774663306343,82.56602440909725,2026-03-28
1774666890640,82.50574046645306,2026-03-28
1774670522450,82.56011218191713,2026-03-28
1774674124110,82.56031423049744,2026-03-28
1774677618726,82.65591097519271,2026-03-28
1774681327886,83.07526133664665,2026-03-28
1774684930607,83.5157405135517,2026-03-28
1774688473334,83.44521020004025,2026-03-28
1774692174293,82.98642254842301,2026-03-28
1774695637875,82.88188582316934,2026-03-28
1774699321702,82.93440271887104,2026-03-28
1774702892310,82.71260734365431,2026-03-28
1774706546663,83.30865197305859,2026-03-28
1774710117756,83.28069233591984,2026-03-28
1774713699286,83.71863120723683,2026-03-28
1774717341176,83.52339829338241,2026-03-28
1774720915632,83.23767437448474,2026-03-28
1774724431899,83.36218144758533,2026-03-28
1774728024754,83.176423538344,2026-03-28
1774731719680,83.36766790660946,2026-03-28
1774735329646,82.71715237083265,2026-03-28
1774738874422,82.75184744359021,2026-03-28
1774742444559,82.01372949812922,2026-03-29
1774746109949,82.1002315634178,2026-03-29
1774749627152,82.35753077903304,2026-03-29
1774753396962,82.68844176760405,2026-03-29
1774756925317,82.94211223509069,2026-03-29
1774760668592,82.7237750145175,2026-03-29
1774764192988,82.68463776570167,2026-03-29
1774767645359,82.47488425530288,2026-03-29
1774771337487,82.45838894812735,2026-03-29
1774774969314,82.41618665123887,2026-03-29
1774778540389,82.28086908800414,2026-03-29
1774782027364,82.1391723795799,2026-03-29
1774785788584,82.54148162249548,2026-03-29
1774789273060,82.38942180260918,2026-03-29
1774792956690,81.86794071174772,2026-03-29
1774796599854,81.81760198976997,2026-03-29
1774800193880,81.7152188904187,2026-03-29
1774803724274,81.6377634961188,2026-03-29
1774807337992,81.50962714355308,2026-03-29
1774810958617,81.75461885660036,2026-03-29
1774814455544,81.55932824860933,2026-03-29
1774818176560,81.82596124221341,2026-03-29
1774821755347,82.10080607804485,2026-03-29
1774825349699,80.37455060584205,2026-03-29
1774828965174,81.36048900377413,2026-03-30
1774832573254,81.74072222359985,2026-03-30
1774836248256,82.66896967301594,2026-03-30
1774839718954,83.34494205741602,2026-03-30
1774843316041,83.25403616061543,2026-03-30
1774846914733,83.67362753859209,2026-03-30
1774850557919,83.6018918139242,2026-03-30
1774854137469,83.42256771937339,2026-03-30
1774857725722,83.94507871652134,2026-03-30
1774861248430,84.44684130945058,2026-03-30
1774864925011,84.09910925448057,2026-03-30
1774868604202,83.83446373373896,2026-03-30
1774872167459,84.17760812009487,2026-03-30
1774875765501,84.45128372771785,2026-03-30
1774879347470,84.06584420198664,2026-03-30
1774882943689,84.14310084773572,2026-03-30
1774886566712,84.52229757326779,2026-03-30
1774890135305,84.05788695608364,2026-03-30
1774893724314,83.18139783972798,2026-03-30
1774897382196,82.52731055226138,2026-03-30
1774900932841,82.30708477038787,2026-03-30
1774904505019,82.72272632999633,2026-03-30
1774908154562,83.22125674128425,2026-03-30
1774911752539,82.76091286922438,2026-03-30
1774915214384,82.43744250260085,2026-03-31
1774918953819,82.59722769042705,2026-03-31
1774922590485,83.79580882410612,2026-03-31
1774926253018,83.7640504303993,2026-03-31
1774929702196,83.47039772411735,2026-03-31
