Date,Close,High,Low,Open,Volume,ticker,source
2022-01-03,449.48651123046875,449.61825370387953,445.85457683489585,448.15981168840295,72668200,SPY,yahoo_finance
2022-01-04,449.3359069824219,451.6223622300133,447.4822951975026,450.9072545217483,71178700,SPY,yahoo_finance
2022-01-05,440.7077331542969,449.74056308734737,440.6136354927347,448.969002462942,104538900,SPY,yahoo_finance
2022-01-06,440.293701171875,443.0035528678846,437.9319849605687,440.2466667010779,86858900,SPY,yahoo_finance
2022-01-07,438.5530090332031,441.4792825603523,437.1980831419466,440.30313360714865,85111600,SPY,yahoo_finance
2022-01-10,438.0072326660156,438.22362566846715,429.62364055153137,435.36325245373706,119362000,SPY,yahoo_finance
2022-01-11,441.9967346191406,442.0908322693714,434.75164626994354,437.7437907456816,74303100,SPY,yahoo_finance
2022-01-12,443.1916809082031,445.2429062617321,441.2345819172256,443.7280116585806,67605400,SPY,yahoo_finance
2022-01-13,437.085205078125,444.9418863252983,436.05960657182123,444.29264976490606,91173100,SPY,yahoo_finance
2022-01-14,437.26397705078125,437.6121125646515,432.7287395605385,433.9425333832712,95890900,SPY,yahoo_finance
2022-01-18,429.5201721191406,432.7851627070061,428.4098944174529,432.5781593461344,109709100,SPY,yahoo_finance
2022-01-19,425.06024169921875,432.45585270815616,424.78736709556773,431.06331069209193,109357600,SPY,yahoo_finance
2022-01-20,420.3555908203125,431.6372011815895,418.2385229314581,426.94202425230395,122379700,SPY,yahoo_finance
2022-01-21,412.103759765625,421.58821170548157,412.0755333410702,419.2359139440063,202271200,SPY,yahoo_finance
2022-01-24,413.8538818359375,414.36198622480896,395.90115681307793,406.5053054589265,251783900,SPY,yahoo_finance
2022-01-25,408.8011779785156,413.74100392359156,401.91364234074007,407.47447842180327,167997300,SPY,yahoo_finance
2022-01-26,407.7754821777344,417.80568219701877,403.5225099061903,414.68182421507754,186391100,SPY,yahoo_finance
2022-01-27,405.7619934082031,415.50051303405485,404.07776868651825,412.3672646800451,149878300,SPY,yahoo_finance
2022-01-28,415.8392028808594,415.886237349482,402.54401155859085,407.11686454826264,164457400,SPY,yahoo_finance
2022-01-31,423.3288879394531,423.67702338927,413.82559991033423,415.1711072435179,152251400,SPY,yahoo_finance
2022-02-01,426.1893310546875,426.82914917104256,420.5343978995624,424.0534262540882,123155400,SPY,yahoo_finance
2022-02-02,430.3293762207031,431.05387362428513,426.28340667304684,428.58867006151223,117361000,SPY,yahoo_finance
2022-02-03,420.21441650390625,426.2080657307745,419.3769848400867,424.30741975423217,118024400,SPY,yahoo_finance
2022-02-04,422.1904602050781,426.0293979401201,417.60815954090174,419.9792943228935,118454400,SPY,yahoo_finance
2022-02-07,420.8354797363281,424.3450895509773,419.50878037886775,422.95254768054906,84472900,SPY,yahoo_finance
2022-02-08,424.298095703125,425.2202068332441,418.9160368655322,420.3368340105605,81012000,SPY,yahoo_finance
2022-02-09,430.5081787109375,430.82808779311625,428.12765428405766,428.325239275932,92589900,SPY,yahoo_finance
2022-02-10,422.7737121582031,430.668007266661,420.77896856601785,424.67435811188443,140103700,SPY,yahoo_finance
2022-02-11,414.4371643066406,424.9284051506269,413.00697779975184,422.85840063128,153214600,SPY,yahoo_finance
2022-02-14,413.0822448730469,415.5098319487012,409.6196698794952,413.92909493615394,123006300,SPY,yahoo_finance
2022-02-15,419.7440490722656,419.91340763201026,416.99655245102997,417.51407522523783,88482700,SPY,yahoo_finance
2022-02-16,420.21441650390625,421.5881501559702,415.8297306709073,417.7021502270157,84863600,SPY,yahoo_finance
2022-02-17,411.2380676269531,420.18621676202645,410.63589438127366,417.03413227878895,102259100,SPY,yahoo_finance
2022-02-18,408.5753173828125,412.74358216810356,406.3076988713617,411.49214366579196,132642900,SPY,yahoo_finance
2022-02-22,404.1907043457031,409.77034881697057,400.69987312215784,406.3736439794644,124391800,SPY,yahoo_finance
2022-02-23,397.02081298828125,407.66260537056274,396.4562558034865,407.098048185768,132578000,SPY,yahoo_finance
2022-02-24,402.99566650390625,403.42850999389174,386.3790593344902,386.73658449661104,213942900,SPY,yahoo_finance
2022-02-25,411.8872985839844,411.97197784953823,402.5815957478885,404.22820402320997,121804500,SPY,yahoo_finance
2022-02-28,410.8335266113281,412.3107765451423,405.25388303089113,406.50529284633944,145615000,SPY,yahoo_finance
2022-03-01,404.5763244628906,411.3415337430863,401.87586306291945,409.3373718644921,137785900,SPY,yahoo_finance
2022-03-02,412.0190734863281,413.740942784039,406.0724579549326,406.8251817399771,117726500,SPY,yahoo_finance
2022-03-03,409.96783447265625,415.04879163986294,408.17067562721684,414.4466183746847,105501700,SPY,yahoo_finance
2022-03-04,406.63702392578125,407.7661096277124,402.60047290853925,406.2418252656333,113978200,SPY,yahoo_finance
2022-03-07,394.64971923828125,406.75934432063025,394.58384800510765,406.05365494553234,137896600,SPY,yahoo_finance
2022-03-08,391.6575622558594,401.9700272063481,390.5943191141427,394.82845492231417,164772700,SPY,yahoo_finance
2022-03-09,402.1582946777344,404.1342308190661,397.8394788240876,400.0224183462174,116990800,SPY,yahoo_finance
2022-03-10,400.34222412109375,401.2360799371363,395.5999843486872,397.55708322285636,93972700,SPY,yahoo_finance
2022-03-11,395.2518310546875,403.4378087082755,394.743726780533,402.82621713239433,95636300,SPY,yahoo_finance
2022-03-14,392.36328125,399.46720926881693,391.22477713105775,396.0234704863825,95729200,SPY,yahoo_finance
2022-03-15,400.991455078125,401.6218547157255,393.6993329697204,394.96955062340055,106219100,SPY,yahoo_finance
